Country	Country_ISO	Region
Afghanistan	AFG	Deh Bala
Afghanistan	AFG	Gulran
Afghanistan	AFG	Koshk
Afghanistan	AFG	Chaparhar
Afghanistan	AFG	Koshki Kohna
Afghanistan	AFG	Pachier Agam
Afghanistan	AFG	Kohsan
Afghanistan	AFG	Khogayani
Afghanistan	AFG	Shirzad
Afghanistan	AFG	Ghoryan
Afghanistan	AFG	Hesarak
Afghanistan	AFG	Zanda  Jan
Afghanistan	AFG	Azra
Afghanistan	AFG	Guzara
Afghanistan	AFG	Karukh
Afghanistan	AFG	Ali Khail (Jaji)
Afghanistan	AFG	Dand Patan
Afghanistan	AFG	Pashtun Zarghun
Afghanistan	AFG	Chamkani
Afghanistan	AFG	Laja Ahmad Khail
Afghanistan	AFG	Sayed Karam
Afghanistan	AFG	Ahmad Abad
Afghanistan	AFG	Obe
Afghanistan	AFG	Jani Khail
Afghanistan	AFG	Farsi
Afghanistan	AFG	Gardiz
Afghanistan	AFG	Zurmat
Afghanistan	AFG	Anar Dara
Afghanistan	AFG	Shawak
Afghanistan	AFG	Qala Ka
Afghanistan	AFG	Khaki Safed
Afghanistan	AFG	Shindand
Afghanistan	AFG	Zadran
Afghanistan	AFG	Jaji Maidan
Afghanistan	AFG	Bak
Afghanistan	AFG	Shib Koh
Afghanistan	AFG	Sabri
Afghanistan	AFG	Lash Wa Juwayn
Afghanistan	AFG	Tere Zayi
Afghanistan	AFG	Pusht Rod
Afghanistan	AFG	Mosa Khail
Afghanistan	AFG	Farah
Afghanistan	AFG	Qalandar
Afghanistan	AFG	Bala Buluk
Afghanistan	AFG	Nadir Shah Kot
Afghanistan	AFG	Gulistan
Afghanistan	AFG	Khost(Matun)
Afghanistan	AFG	Gurbuz
Afghanistan	AFG	Pur Chaman
Afghanistan	AFG	Mando Zayi
Afghanistan	AFG	Tani
Afghanistan	AFG	Chahar Dara
Afghanistan	AFG	Bakwa
Afghanistan	AFG	Shamal
Afghanistan	AFG	Kunduz
Afghanistan	AFG	Spira
Afghanistan	AFG	Guzargahi Nur
Afghanistan	AFG	Mohammad Agha
Afghanistan	AFG	Khoshi
Afghanistan	AFG	Farang Wa Gharu
Afghanistan	AFG	Puli Alam
Afghanistan	AFG	Khost Wa Firing
Afghanistan	AFG	Baraki Barak
Afghanistan	AFG	Puli Hisar
Afghanistan	AFG	Charkh
Afghanistan	AFG	Kharwar
Afghanistan	AFG	Burka
Afghanistan	AFG	Khas Kunar
Afghanistan	AFG	Nurgal
Afghanistan	AFG	Dih Salah
Afghanistan	AFG	Chawkay
Afghanistan	AFG	Khwaja Hijran (Jilga Nahrin)
Afghanistan	AFG	Narang
Afghanistan	AFG	Kang
Afghanistan	AFG	Baghlani Jadid
Afghanistan	AFG	Chapa Dara
Afghanistan	AFG	Zaranj
Afghanistan	AFG	Asadabad
Afghanistan	AFG	Puli Khumri
Afghanistan	AFG	Sarkani
Afghanistan	AFG	Chahar Burjak
Afghanistan	AFG	Nahrin
Afghanistan	AFG	Marawara
Afghanistan	AFG	Chakhansur
Afghanistan	AFG	Andarab
Afghanistan	AFG	Khinjan
Afghanistan	AFG	Shaygal wa shital
Afghanistan	AFG	Khash Rod
Afghanistan	AFG	Dushi
Afghanistan	AFG	Dara-I-Pech
Afghanistan	AFG	Dishu
Afghanistan	AFG	Dahana-I- Ghuri
Afghanistan	AFG	Wata Pur
Afghanistan	AFG	Reg(Khanshin)
Afghanistan	AFG	Tala Wa Barfak
Afghanistan	AFG	Dangam
Afghanistan	AFG	Garmser
Afghanistan	AFG	Bar Kunar
Afghanistan	AFG	Paryan
Afghanistan	AFG	Nawa-I- Barak Zayi
Afghanistan	AFG	Ghaziabad
Afghanistan	AFG	Khenj (Hese- Awal)
Afghanistan	AFG	Nad Ali
Afghanistan	AFG	Nari
Afghanistan	AFG	Ziruk
Afghanistan	AFG	Nahri Sarraj
Afghanistan	AFG	Bazarak
Afghanistan	AFG	Lashkar Gah
Afghanistan	AFG	Nika
Afghanistan	AFG	Dara
Afghanistan	AFG	Sangin
Afghanistan	AFG	Gayan
Afghanistan	AFG	Rukha
Afghanistan	AFG	Kajaki
Afghanistan	AFG	Urgun
Afghanistan	AFG	Unaba
Afghanistan	AFG	Naw Zad
Afghanistan	AFG	Sar Hawza
Afghanistan	AFG	Shutul
Afghanistan	AFG	Musa Qala
Afghanistan	AFG	Mata Khan
Afghanistan	AFG	Alasay
Afghanistan	AFG	Sharan
Afghanistan	AFG	Baghran
Afghanistan	AFG	Tagab
Afghanistan	AFG	Barmal
Afghanistan	AFG	Registan
Afghanistan	AFG	Sarobi
Afghanistan	AFG	Mahmudi Raqi
Afghanistan	AFG	Shorabak
Afghanistan	AFG	Omna
Afghanistan	AFG	Yosuf Khel
Afghanistan	AFG	Hisa-i-Duwumi Kohistan
Afghanistan	AFG	Spin Boldak
Afghanistan	AFG	Yahya Khel
Afghanistan	AFG	Hisa-i-Awali Kohistan
Afghanistan	AFG	Arghistan
Afghanistan	AFG	Zarghun Shahr
Afghanistan	AFG	Panjwayi
Afghanistan	AFG	Salang
Afghanistan	AFG	Kandahar
Afghanistan	AFG	Jabalussaraj
Afghanistan	AFG	Jani Khel
Afghanistan	AFG	Daman
Afghanistan	AFG	Kohi Safi
Afghanistan	AFG	Dila
Afghanistan	AFG	Shah Wali Kot
Afghanistan	AFG	Waza Khwa
Afghanistan	AFG	Bagram
Afghanistan	AFG	Sayd Khel
Afghanistan	AFG	Arghandab
Afghanistan	AFG	Gomal
Afghanistan	AFG	Maywand
Afghanistan	AFG	Chaharikar
Afghanistan	AFG	Ghorak
Afghanistan	AFG	Turwo
Afghanistan	AFG	Shinwari
Afghanistan	AFG	Zhari
Afghanistan	AFG	Wor Mayi
Afghanistan	AFG	Sia Gird ( Ghorbund)
Afghanistan	AFG	Khakrez
Afghanistan	AFG	Nawa
Afghanistan	AFG	Surkhi Parsa
Afghanistan	AFG	Ab Kamari
Afghanistan	AFG	Shekh  Ali
Afghanistan	AFG	Gelan
Afghanistan	AFG	Muqur
Afghanistan	AFG	Kaldar
Afghanistan	AFG	Muqur
Afghanistan	AFG	Dawlatabad
Afghanistan	AFG	Qala-I- Naw
Afghanistan	AFG	Dihrawud
Afghanistan	AFG	Ab Band
Afghanistan	AFG	Nahri Shahi
Afghanistan	AFG	Giro
Afghanistan	AFG	Shahidi Hassas
Afghanistan	AFG	Mazari Sharif
Afghanistan	AFG	Andar
Afghanistan	AFG	Nesh
Afghanistan	AFG	Koh Band
Afghanistan	AFG	Dih Yak
Afghanistan	AFG	Qadis
Afghanistan	AFG	Nijrab
Afghanistan	AFG	Zana Khan
Afghanistan	AFG	Marmul
Afghanistan	AFG	Tulak
Afghanistan	AFG	Chahar Kint
Afghanistan	AFG	Ghazni
Afghanistan	AFG	Saghar
Afghanistan	AFG	Sholgara
Afghanistan	AFG	Khwaja Umari
Afghanistan	AFG	Dihdadi
Afghanistan	AFG	Rashidan
Afghanistan	AFG	Tirin Kot
Afghanistan	AFG	Balkh
Afghanistan	AFG	Fayzabad
Afghanistan	AFG	Wali Muhammadi Shahid
Afghanistan	AFG	Chahar Bolak
Afghanistan	AFG	Mangajek
Afghanistan	AFG	Waghaz
Afghanistan	AFG	Khwaja Du Koh
Afghanistan	AFG	Chimtal
Afghanistan	AFG	Bahrami Shahid (Jaghatu)
Afghanistan	AFG	Shibirghan
Afghanistan	AFG	Kishindih
Afghanistan	AFG	Qarabagh
Afghanistan	AFG	Zari
Afghanistan	AFG	Qush Tepa
Afghanistan	AFG	Kamdesh
Afghanistan	AFG	Darzab
Afghanistan	AFG	Hazrati Sultan
Afghanistan	AFG	Waygal
Afghanistan	AFG	Khaniqa
Afghanistan	AFG	Aybak
Afghanistan	AFG	Wama
Afghanistan	AFG	Sari Pul
Afghanistan	AFG	Ruyi Du Ab
Afghanistan	AFG	Sayyad
Afghanistan	AFG	Nurgaram
Afghanistan	AFG	Khuram Wa Sarbagh
Afghanistan	AFG	Kohistanat
